s1_1,s1_2,s1_3,s1_4,s1_5,s1_6,s2,s2b,s3_1,s3_2,s4_1,s4_2,s4_3,s4_4,s5_1,s5_2,s5_3,s5_4,s6,s7_1,s7_2,s7_3,s7_4,s7_5,s8,s8b,s9,s10a,s10b,s11,s12,s13,s14,bvq_14,bvq_34a,s15a,s15b,s16a,s16b,d17,s18_1,s18_2,s18_3,s18_4,s18_5,s18_6,s19,s20_1,s20_2,s20_3,s20_4,s21,s22a,s22b,s23,s24,s25,s26,s27_1,s27_2,s27_3,s28a,s28b,s29,s30a,s30b,s31_1,s31_2,s32_1,s32_2,s32_3,s32_4,s32_5,s32_6,s32_7,s32_8,s33_1,s33_2,s33_3,s33_4,s34_1,s34_2,s34_3,s34_4,s34_5,s34_6,bvq_01,bvq_02_3,bvq_03,bvq_04_1,bvq_04_1_oth,bvq_04_2,bvq_04_2_oth,bvq_05_1,bvq_05_2,bvq_07,bvq_08,bvq_09,bvq_10,bvq_15_1,bvq_15_2,bvq_16,bvq_17,bvq_18,bvq_21,bvq_22,bvq_22_oth,bvq_23,bvq_24,bvq_25,bvq_26,bvq_26_oth,bvq_28,bvq_29,bvq_30,bvq_31,bvq_32,bvq_33,bvq_37,bvq_dk1_1,bvq_dk1_2,bvq_dk1_3,bvq_dk1_4,GI
1,5,5,5,5,5,3,3,2,1,2,2,5,1,2,2,1,1,2,3,3,3,3,3,1,12,8,8,8,1,2,2,2,3,4,5,8,,,,,,,,,,,2,3,3,3,4,7,7,1,1,4,4,3,3,3,3,3,2,2,,5,,3,4,1,1,1,3,4,4,4,4,5,5,5,5,5,8,4,8,1,1963,13,5,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,5,5,3,5,3,2,2,1,5,3,5,1,4,4,1,2,2,3,3,3,3,3,1,8,8,2,3,4,2,4,2,3,4,6,15,,,,,,,,,,,2,3,3,3,2,1,3,2,4,4,3,3,3,3,4,3,3,3,,2,,2,3,3,4,2,4,2,3,4,4,2,2,4,3,3,3,3,3,2,1980,18,3,,7,,1,,2,1,12,2,,,,,,1,2,,4,4,1,7,,1,2,0,3,45000,,1,0,1,0,0,0.697290089651345
1,2,5,5,8,5,3,3,2,2,5,3,3,1,1,1,1,1,2,3,3,3,3,3,1,12,8,4,3,2,2,2,2,3,6,10,42,,,,,,,,,,,3,2,3,3,3,2,5,8,3,4,2,3,3,3,3,3,2,3,,4,,3,4,2,4,1,5,4,5,2,2,2,4,3,5,2,5,2,4,2,1977,6,3,,6,,1,,1,2,,,,,,,,1,1,,8,4,1,7,,1,2,0,3,44000,,4,0,1,0,0,0.697290089651345
1,5,5,5,1,5,3,3,2,1,2,2,5,1,1,1,1,1,2,3,3,3,3,3,1,12,8,3,4,2,2,2,2,1,1,10,0,10,0,3,2,3,3,4,3,3,3,3,3,8,8,2,1,1,1,1,4,3,3,3,3,5,2,3,3,,2,,5,2,1,4,1,5,5,5,4,4,4,5,5,4,4,5,5,4,2,1977,17,8,Baccalauréat,6,,1,,1,2,,,1,,40,1,1,2,1,,8,5,3,,,3,2,0,5,27000,8888888888,3,0,1,0,0,1.48415636841969
1,5,5,5,8,5,3,2,2,1,5,3,3,1,2,2,1,1,4,3,3,3,3,3,1,18,2,2,8,8,1,2,2,1,1,14,8,6,4,3,2,2,2,2,3,2,3,2,3,3,3,2,1,7,4,4,4,3,3,3,3,3,3,3,3,,5,,3,3,2,3,1,5,5,3,3,4,4,4,3,5,3,3,3,3,2,1972,7,5,,6,,1,,1,2,,,1,,45,2,2,1,2,,7,5,1,1,,3,1,0,4,24000,58000,3,0,0,1,0,0.697290089651345
5,2,2,5,3,5,3,3,3,2,4,3,5,1,2,2,1,1,2,3,3,3,3,3,1,12,8,4,3,1,2,2,2,1,1,14,14,21,14,3,4,2,3,3,3,3,4,1,1,3,2,2,1,1,7,4,4,4,3,3,3,3,3,2,2,,1,,1,1,1,2,1,3,1,2,1,1,1,1,5,5,5,5,4,5,1,1972,0,4,,1,,1,,1,1,5,,1,,37,1,2,1,1,,8,6,1,6,,2,2,0,4,37000,70000,3,0,1,0,0,0.760322162164549
1,4,5,5,2,5,3,3,2,1,4,2,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,3,4,2,4,2,3,6,2,0,,,,,,,,,,,8,8,8,8,3,1,2,1,4,4,4,3,3,3,3,2,0,,1,,5,5,1,1,5,1,5,5,5,5,5,5,5,3,5,5,5,5,3,2,2004,12,2,,1,,8,2,,,,,,,,,,3,2,,6,5,3,,,3,1,0,4,8888888888,8888888888,1,1,0,0,0,1.571369531557
8,3,3,5,3,1,3,1,3,2,2,3,1,5,3,3,5,5,3,3,3,3,3,3,1,1,3,2,3,8,8,2,2,3,4,9,3,,,,,,,,,,,8,8,8,8,1,1,8,5,1,1,2,3,5,3,3,4,3,,4,,8,8,8,8,8,8,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,2,4,2,3,3,2,2,2,5,2,1,2,2,1,1,3,3,3,3,3,3,1,12,2,2,1,1,8,2,2,1,1,16,6,10,5,3,1,1,1,2,1,2,2,2,2,3,3,2,2,5,8,4,4,2,3,3,3,4,3,2,1,,2,,2,4,1,4,1,2,2,2,3,3,2,3,3,4,2,5,3,4,2,1975,8,5,,6,,1,,1,2,,,1,,48,2,1,1,2,,8,5,1,1,,3,1,0,4,36000,905000,4,0,1,0,0,0.814593739801471
1,2,5,5,5,5,3,3,1,1,5,5,5,1,1,1,1,1,3,3,3,3,3,3,1,12,2,3,1,2,2,2,2,1,1,30,20,10,10,4,1,1,1,2,1,2,2,8,8,8,8,2,5,4,4,4,4,2,3,3,3,2,4,3,3,,2,,3,1,1,4,1,5,3,3,2,5,5,8,3,5,3,3,5,5,2,1982,22,8,Sosu assistent,3,,1,,1,1,90,,1,,37,2,2,1,2,,5,4,1,1,,2,3,0,5,60000,60000,4,0,1,0,0,0.933395164676755
1,5,5,5,3,5,3,3,1,1,4,2,3,1,2,2,1,2,3,3,3,3,3,3,1,6,8,3,1,2,1,2,2,1,1,3,0,5,0,5,5,3,8,2,6,4,3,8,8,8,8,2,1,4,2,1,4,3,3,3,3,4,1,3,,2,,3,2,4,2,3,2,3,2,3,4,4,4,4,4,5,3,5,4,4,1,1958,2,5,,1,,1,,1,1,10,,1,,37,1,2,2,1,,8,3,1,3,,2,0,0,2,60000,100000,2,1,0,0,0,1.42130665441613
3,4,5,5,4,5,3,8,8,8,2,4,5,1,4,4,2,2,2,3,3,3,3,3,2,,8,2,3,2,2,2,2,1,2,20,0,20,0,4,2,3,8,1,2,1,3,8,8,8,8,2,1,7,3,2,3,3,3,3,3,4,4,0,3,,3,,2,3,2,3,2,4,2,2,4,3,3,8,4,5,4,5,5,4,2,1995,19,6,,7,,2,,2,2,,1,1,,45,2,1,1,2,,8,4,1,6,,2,0,0,2,30000,60000,2,0,1,0,0,1.40743185789848
1,5,5,5,3,5,3,3,1,1,4,4,5,1,1,1,1,1,3,3,3,3,3,3,1,12,2,3,8,2,2,1,2,1,1,15,37,10,37,3,1,2,3,4,1,5,3,2,2,3,2,2,2,3,4,4,4,4,3,3,3,4,4,3,,1,,4,4,2,1,4,1,5,5,5,4,3,4,4,4,4,4,4,2,3,2,1985,18,5,,7,,1,,2,2,,1,1,,40,2,2,1,2,,7,2,1,6,,2,0,3,5,38000,110000,2,0,1,0,0,0.653756034461114
2,4,5,5,1,8,3,3,1,1,5,5,5,1,2,2,4,5,4,3,3,3,3,3,1,6,8,8,8,2,2,2,2,3,4,10,0,,,,,,,,,,,2,2,8,8,2,3,6,5,4,1,4,3,3,3,2,4,3,,1,,3,3,3,1,3,3,3,1,5,3,3,2,4,4,4,2,2,4,4,1,,45,8,,,"",1,,2,2,,1,,,,,,1,2,,6,7,1,3,,2,0,0,,44000,44000,5,1,0,0,0,1.1445517877219
2,4,5,5,3,5,3,3,1,1,5,3,5,1,1,1,1,1,2,3,3,3,3,3,1,3,3,3,8,2,2,4,2,1,1,2,0,4,0,3,4,3,3,3,4,3,4,3,8,8,8,2,1,3,2,4,4,3,3,3,3,5,3,2,3,,4,,3,4,1,4,1,5,2,5,5,3,3,3,4,5,4,4,3,4,1,1957,11,3,,4,,9,1,2,1,4,1,9,1,,1,2,1,1,,6,4,1,1,,2,0,0,2,17000,32000,5,1,0,0,0,0.498692026806514
1,5,5,5,8,5,3,2,1,1,5,3,1,1,4,4,4,5,3,4,1,3,3,3,1,12,2,3,6,4,2,4,2,1,1,4,1,9,3,3,5,3,4,4,3,4,4,2,2,8,3,2,6,7,3,4,4,3,3,3,3,1,5,3,1,,2,,2,4,1,2,5,4,3,2,2,1,1,2,4,4,1,3,4,3,1,1985,12,3,,1,,1,,2,1,4,1,1,,32,1,2,1,2,,7,5,1,8,,2,2,1,5,8888888888,8888888888,4,0,1,0,0,1.51491699642124
1,5,5,8,8,5,3,3,8,8,2,2,5,1,1,1,1,1,2,3,3,3,3,3,1,6,2,4,8,2,1,2,2,3,6,2,0,,,,,,,,,,,8,8,8,8,2,1,4,2,4,4,4,3,3,3,5,3,0,3,,3,,4,4,1,4,1,5,4,5,3,3,3,3,1,4,3,5,2,3,2,1977,18,4,,6,,7,1,1,2,,,,,,,,1,2,,8,6,1,6,,1,0,0,1,10000,,2,0,1,0,0,1.46311898762396
2,1,4,3,3,2,3,2,2,1,1,3,5,2,1,1,1,1,3,3,2,3,2,3,1,12,3,2,1,2,2,4,2,1,1,10,1,18,20,3,3,3,4,2,4,2,4,1,2,3,3,2,1,1,1,1,1,2,4,2,3,1,4,3,3,,3,,2,4,1,3,4,2,2,2,8,8,8,8,5,3,3,5,3,5,1,1976,7,5,,6,,1,,2,1,12,1,1,,30,2,1,1,1,,6,6,2,,,2,3,,5,8888888888,8888888888,1,0,1,0,0,1.43659588489646
2,5,5,5,4,5,3,3,2,2,2,2,5,8,1,1,1,1,2,3,3,3,3,3,1,12,2,2,4,4,1,2,2,1,1,7,0,2,0,3,1,2,8,1,1,1,1,1,3,8,8,2,3,7,3,4,3,2,3,3,3,5,3,4,,1,,8,1,5,1,3,1,4,1,2,4,4,4,1,5,3,8,5,3,5,2,1974,13,4,,2,,1,,1,2,,,2,,45,3,2,2,2,,5,5,1,11,,2,,,2,600000,40000,2,0,0,1,0,1.1242313921803
2,4,5,8,3,5,3,3,8,8,4,2,5,1,4,4,2,2,4,3,3,3,3,3,1,12,3,4,3,4,2,4,2,1,1,10,20,1,20,4,4,3,3,3,3,2,3,3,3,3,3,2,3,3,2,4,4,2,3,3,3,4,3,4,3,,8,,2,8,1,3,1,8,8,8,1,1,1,5,1,5,3,5,1,2,1,1980,9,6,,4,,1,,1,1,12,,1,,30,2,1,1,1,,8,1,1,12,,2,2,2,6,55000,90000,5,0,1,0,0,1.19849532520136
1,3,3,3,3,5,3,3,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,3,5,5,5,3,3,2,2,5,5,5,1,2,2,1,1,4,3,3,3,3,3,1,2,3,3,3,2,8,1,1,1,1,15,12,15,12,3,4,4,3,3,3,3,3,,,,,3,1,4,4,2,1,1,3,3,3,3,3,2,,1,,3,3,1,1,1,1,8,8,5,8,8,8,8,8,5,5,5,5,5,1,1953,7,1,,1,,11,1,2,1,8,1,9,1,,2,2,2,2,,6,99,2,,,2,0,0,2,8888888888,8888888888,4,1,0,0,0,1.35686947306336
3,5,5,5,5,5,4,3,1,1,2,2,2,1,1,2,2,2,2,3,3,3,3,3,1,3,2,3,6,2,2,2,2,2,6,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,1,1,5,4,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,1,2,2,2,2,2,4,15,10,,,,1,1,1,2,2,2,,2,2,8,8,2,6,7,5,4,4,3,3,3,3,2,4,2,,1,,4,4,1,1,5,1,5,2,4,4,4,5,3,5,5,5,4,5,5,2,1966,11,4,,6,,1,,1,2,,,1,,50,1,2,1,2,,7,4,1,14,ønsker ikke at svare,1,1,0,2,8888888888,,3,1,0,0,0,0.450884718013568
1,5,5,3,3,5,3,3,2,2,3,2,5,1,3,3,1,1,2,3,3,3,3,3,1,12,3,4,3,2,1,2,2,1,1,10,0,10,1,3,1,2,4,1,4,1,3,1,3,3,8,2,3,3,2,4,4,3,3,3,3,3,4,2,3,,2,,2,3,1,3,1,5,2,2,4,4,4,5,3,5,4,5,4,4,2,1964,15,4,,6,,1,,1,2,,,1,,37,1,2,1,2,,6,5,1,1,,2,0,0,2,31000,63000,3,1,0,0,0,0.532934556512472
4,2,4,5,4,5,3,2,2,2,5,2,2,1,2,2,1,1,2,3,3,3,3,3,1,12,3,4,3,1,2,2,2,3,5,10,6,,,,,,,,,,,8,8,8,8,2,1,1,1,1,4,4,3,3,3,2,5,4,3,,5,,4,4,1,4,1,5,1,5,3,3,3,4,5,5,5,5,5,5,1,1953,6,4,,6,,11,1,2,2,,1,,,,,,2,2,,3,6,1,1,,1,0,0,1,8888888888,,4,0,1,0,0,1.0132419213367
2,3,5,5,5,5,4,3,1,1,2,3,5,2,2,2,3,3,4,3,3,3,3,3,1,12,2,3,1,2,2,2,2,1,1,3,8,6,8,4,5,4,3,5,4,2,4,8,8,8,8,3,1,2,2,4,4,2,3,3,3,4,2,4,3,,3,,2,1,1,1,2,4,3,3,3,3,3,3,5,5,5,4,3,5,1,1980,42,5,,6,,1,,2,2,,2,1,,37,2,1,1,2,,6,4,,,,,,,,,,,,,,,
1,3,4,2,3,5,3,3,2,1,5,5,5,1,1,2,1,1,2,3,3,3,3,3,1,12,2,2,1,2,1,2,2,1,1,22,2,11,2,3,1,3,2,4,2,4,3,8,8,8,8,2,1,7,1,88,4,2,3,3,3,3,3,2,3,,8,,2,3,1,3,1,2,1,2,3,3,3,4,3,5,1,5,3,4,2,1955,15,3,,3,,11,1,1,2,,,11,1,,2,2,2,2,,6,5,1,1,,2,0,0,2,16000,35000,2,1,0,0,0,0.450313120496694
1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,5,4,2,5,3,3,8,8,4,2,5,5,2,3,1,1,3,8,3,3,3,3,1,12,2,1,3,2,2,4,2,3,4,20,80,,,,,,,,,,,8,8,8,8,2,3,2,5,8,3,4,3,3,3,1,5,3,,2,,3,2,4,4,3,3,3,1,2,3,3,2,2,3,3,1,4,3,2,2,1986,14,7,,3,,4,,1,2,,,,,,,,2,2,,6,9,1,14,Vil jeg ikke uddybe,1,2,1,4,1700,,2,0,1,0,0,1.61092130588553
1,5,5,5,8,5,3,3,1,1,5,4,5,1,1,1,1,1,2,3,3,3,3,3,1,9,3,4,8,2,1,2,2,1,1,21,1,15,0,3,2,2,8,4,3,2,2,8,8,8,8,2,1,7,3,4,4,3,3,3,3,3,4,2,3,,3,,2,3,1,3,2,4,2,3,4,4,3,4,4,5,4,5,4,4,2,,16,4,,6,,9,1,1,2,,,11,1,,2,1,2,2,,7,4,1,1,,2,0,0,2,8888888888,8888888888,4,0,0,1,0,0.246792221078518
1,5,5,2,5,8,3,3,2,1,5,3,5,1,1,1,2,2,2,3,3,3,3,3,1,12,3,8,3,2,1,2,2,3,5,10,8,,,,,,,,,,,,3,,,4,1,4,1,4,4,3,3,,,3,3,2,,1,,3,2,2,1,2,1,5,2,5,3,4,4,3,5,5,4,5,5,5,2,1959,42,7,,3,,2,,3,2,,1,,,,,,1,2,,7,4,1,1,,1,,,,30000,,1,0,1,0,0,0.671243832102472
2,4,4,3,3,5,3,2,2,1,4,2,5,1,1,1,1,1,2,4,3,4,3,3,1,6,3,2,3,1,1,2,2,3,6,15,10,,,,,,,,,,,1,2,8,3,3,1,1,1,4,1,4,3,3,3,2,5,0,3,,3,,2,5,1,3,3,1,1,1,1,1,1,1,4,3,1,2,4,3,1,1984,10,3,,1,,1,,2,2,,1,,,,,,2,2,,8,8,2,,,3,0,0,3,22000,8888888888,3,1,0,0,0,2.08426001062218
1,5,5,5,1,5,3,3,1,1,3,3,5,1,1,1,1,1,2,3,3,3,3,3,1,9,2,3,8,2,8,8,8,3,4,10,0,,,,,,,,,,,8,8,8,8,2,4,4,3,2,2,3,3,3,3,3,3,2,3,,3,,3,3,1,3,1,4,2,3,3,3,1,8,3,3,3,3,3,3,2,1976,13,5,,1,,1,,2,2,,1,,,,,,1,2,,8,4,1,11,,1,2,0,3,8888888888,,3,0,1,0,0,1.29334746444563
5,5,5,5,8,5,3,3,1,1,3,5,5,1,1,1,4,4,2,3,3,3,3,3,2,,3,3,3,2,1,2,2,88,7,10,0,,,,,,,,,,,2,8,8,8,3,7,8,8,4,1,4,5,5,5,3,4,2,,2,,2,1,3,3,1,1,1,1,1,8,1,1,8,5,5,3,5,5,5,1,1959,10,3,,1,,9,1,2,2,,1,,,,,,2,2,,88,3,1,9,,2,0,0,2,20000,8888888888,1,1,0,0,0,1.07910945332553
1,5,5,8,8,5,3,2,1,1,4,3,5,1,2,2,2,2,2,3,3,3,3,3,1,12,3,3,8,8,1,1,2,1,1,10,1,10,1,4,3,3,4,3,6,4,3,3,3,8,8,2,3,7,1,1,1,2,3,3,3,5,3,2,2,,2,,3,2,1,3,2,3,2,3,3,2,2,4,5,5,4,5,5,5,1,1961,13,5,,11,Bankassistent,1,,2,2,,1,1,,37,2,2,1,1,,8,3,1,3,,2,0,0,2,56000,115000,4,0,1,0,0,0.77514136164161
1,2,5,8,5,5,3,3,1,1,5,1,5,1,2,2,1,1,3,3,3,3,3,3,1,6,3,4,8,1,2,2,2,1,1,2,0,1,2,3,3,3,4,2,2,4,2,3,8,8,8,1,7,4,4,4,1,4,3,3,3,5,3,3,,1,,2,5,3,1,2,1,3,3,4,3,3,3,3,5,5,3,4,3,3,1,1964,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,5,5,4,5,3,3,1,1,2,2,5,1,2,2,1,1,2,3,3,3,3,3,1,15,3,4,1,2,2,2,2,3,6,7,1,,,,,,,,,,,2,2,3,3,2,2,3,3,3,4,4,3,3,3,3,4,0,,1,,3,5,2,1,4,2,4,4,5,4,4,4,4,4,5,4,4,2,4,2,1972,17,4,,6,,1,,1,2,,,,,,,,1,1,,8,4,1,13,,1,0,0,1,46000,,1,0,1,0,0,0.528820121067233
8,5,5,5,3,5,3,3,1,1,3,3,3,1,2,2,2,2,1,3,3,3,3,3,1,12,8,3,8,2,1,2,2,1,4,3,0,3,0,4,4,3,3,3,4,3,4,2,3,3,3,2,2,6,4,3,4,2,3,3,3,5,2,0,3,,2,,2,3,1,2,1,3,1,2,5,5,1,4,5,5,5,5,5,5,1,1992,17,6,,7,,1,,1,2,,,1,,37,1,2,1,2,,7,99,1,7,,2,0,0,2,49500,96000,1,1,0,0,0,0.457864972143301
2,4,5,5,2,5,3,2,2,2,5,3,1,1,3,3,2,2,3,3,3,3,3,3,1,12,2,2,8,8,8,2,2,1,1,25,0,15,0,5,1,2,3,3,3,1,3,8,8,8,8,8,8,8,1,1,1,3,3,3,3,5,3,2,,4,,3,3,3,1,3,3,3,2,3,1,1,1,3,4,5,3,4,4,4,2,1941,11,3,,4,,11,1,1,2,,,11,1,,1,1,2,2,,5,99,1,1,,2,0,0,2,12000,31000,2,0,0,1,0,0.621769752854451
1,1,1,5,2,5,1,3,2,1,5,2,3,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,1,2,1,1,2,1,1,3,10,10,10,3,3,3,3,3,4,4,3,8,8,8,8,3,1,4,1,1,1,2,3,3,3,4,3,3,,1,,5,3,2,1,2,1,5,1,5,5,5,4,3,4,5,4,5,4,4,1,1943,20,4,,7,,11,1,2,2,,2,11,1,,1,2,1,2,,8,4,1,1,,3,0,0,0,20000,40000,1,0,0,1,0,0.52103734527944
2,2,4,4,3,5,3,3,2,1,4,4,5,1,1,1,1,1,2,3,3,3,3,3,1,10,8,8,3,1,2,8,2,1,6,2,21,4,21,3,3,3,3,4,2,4,4,8,8,8,8,2,1,4,5,3,2,3,3,3,3,2,5,2,3,,2,,5,1,1,5,1,5,4,5,5,5,1,4,3,5,4,5,2,3,2,1979,19,4,,7,,14,1,1,2,,,1,,22,2,2,1,2,,6,7,1,1,,2,2,0,4,15500,8888888888,5,0,1,0,0,0.697290089651345
1,2,4,2,1,5,3,3,3,2,5,3,2,4,1,1,1,1,2,3,3,3,3,3,1,12,2,2,3,1,8,2,8,3,5,5,0,,,,,,,,,,,8,8,8,8,2,2,2,1,4,4,3,3,3,3,3,2,2,,1,,1,1,1,1,2,2,1,1,2,1,1,1,5,4,5,4,4,4,4,2,1951,12,4,,2,,11,1,1,2,,,,,,,,1,2,,7,99,2,,,1,0,0,1,8888888888,,3,1,0,0,0,0.548172254065915
1,5,2,4,5,5,3,2,2,1,5,3,3,1,2,2,1,1,3,5,3,2,3,8,1,6,2,2,2,2,1,2,2,1,1,5,0,6,0,3,4,3,8,2,3,4,3,2,3,3,8,1,7,7,4,1,1,2,4,3,3,4,3,2,,2,,8,3,8,2,2,8,5,2,8,4,3,8,4,4,5,4,5,4,5,1,1958,14,3,,3,,1,,1,2,,,1,,37,2,2,1,2,,7,4,1,11,,2,0,0,2,8888888888,8888888888,3,0,0,1,0,0.802487339210674
2,4,5,4,8,4,8,2,8,1,2,3,5,1,3,3,2,2,3,3,3,3,3,3,1,12,8,8,8,4,1,4,1,3,6,3,0,,,,,,,,,,,3,3,3,3,2,6,6,5,2,4,2,3,3,3,1,5,0,,2,,2,2,5,1,1,4,2,1,1,1,1,2,1,5,5,2,3,4,5,1,2001,14,4,,1,,1,,2,2,,1,,,,,,3,2,,8,7,3,,,3,0,0,3,150000,75000,4,1,0,0,0,0.657271436116238
2,5,5,5,3,5,3,3,1,1,2,3,5,1,1,1,1,1,2,3,3,3,3,3,1,4,3,3,8,2,2,4,1,2,6,3,0,,,,2,8,8,2,2,2,,8,8,8,8,2,3,3,4,2,3,3,3,3,3,2,3,0,2,,3,,2,4,1,2,1,4,3,4,3,3,3,3,4,4,3,4,3,4,1,1998,15,4,,1,,1,,2,2,,1,1,,20,1,2,1,2,,6,6,1,1,,3,0,0,3,8888888888,8888888888,1,1,0,0,0,1.39051615848161
4,4,5,5,3,5,3,3,2,1,5,2,5,1,4,4,1,1,2,3,3,3,3,3,1,12,2,2,3,4,2,2,2,1,1,5,40,7,40,3,3,4,8,4,3,4,4,3,3,3,3,2,3,3,4,2,1,2,2,8,3,2,5,2,,2,,2,2,4,1,2,2,2,1,3,4,4,3,2,5,4,2,5,2,3,1,1980,15,6,,4,,1,,2,2,,1,1,,35,1,2,2,1,,7,4,1,3,,2,1,1,4,60,90,2,1,0,0,0,1.13549327480855
1,5,5,5,5,5,3,3,1,1,5,5,5,1,1,1,1,,4,3,3,3,3,3,1,24,3,4,6,2,2,2,2,3,6,10,7,,,,,,,,,,,8,8,8,8,3,8,8,8,7,4,2,3,3,3,2,4,2,,1,,3,3,3,2,3,3,4,2,3,3,3,3,3,5,5,5,5,5,5,2,1962,9,3,,1,,10,1,2,2,,8,,,,,,1,2,,8,6,1,1,,3,0,0,0,24000,8888888888,3,1,0,0,0,1.05066755371516
1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,1,1,5,1,5,1,1,1,1,1,2,3,3,3,3,3,2,,3,3,3,4,3,4,1,1,1,35,0,20,7,3,5,3,3,2,3,5,3,1,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,4,3,1,8,3,3,2,2,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,6,1,4,3,1,2,2,2,1,1,4,50,1,40,3,1,1,1,3,1,3,1,2,2,3,3,2,1,1,1,4,4,4,3,3,3,2,2,2,,3,,3,2,3,2,3,3,2,1,1,3,3,3,5,8,3,2,5,1,4,2,1987,4,7,,6,,1,,2,2,,8,1,,0,,2,1,2,,8,6,1,6,,4,0,2,6,23500,8888888888,4,0,1,0,0,1.25194277837517
3,3,3,2,1,3,3,2,8,1,4,3,4,2,3,3,3,4,2,3,3,3,3,3,2,,3,4,8,8,8,4,2,1,1,30,0,25,0,3,4,5,4,2,3,3,3,8,8,8,8,2,2,6,4,3,4,2,3,3,3,5,3,2,,2,,2,2,8,3,3,4,3,8,2,2,2,2,2,4,4,2,4,3,2,1,1945,23,4,,7,,11,1,4,,1,1,2,,1,6,2,1,1,,8,3,1,11,,2,0,0,2,46000,56000,2,1,0,0,0,0.195494884558025
1,3,5,8,8,3,3,3,8,8,2,8,3,1,1,1,1,1,2,3,3,4,2,3,1,3,2,4,3,1,8,2,2,3,6,3,0,,,,,,,,,,,8,8,8,8,4,2,6,3,1,8,3,3,3,3,4,4,0,,4,,8,3,3,1,4,1,2,2,2,4,3,5,5,3,3,4,4,2,3,1,1997,17,4,,3,,7,2,,,,,,,,,,7,7,,8,7,2,,,1,0,0,1,11700,,3,0,1,0,0,1.99133134963131
1,5,5,5,2,5,3,3,2,2,3,5,5,1,1,1,1,1,3,3,3,3,3,3,1,12,2,2,8,1,2,4,2,1,1,10,60,10,40,4,3,1,2,3,3,4,3,1,3,3,2,2,1,5,5,1,3,3,3,3,3,1,5,2,3,,3,,1,4,3,2,2,2,2,2,3,3,3,3,4,4,2,4,2,4,2,1991,17,5,,11,Kontor med ejendomsspeciale samt økonomiassistent,1,,2,2,,1,1,,40,1,2,1,2,,6,6,1,3,,2,0,2,4,30000,65000,3,1,0,0,0,1.61092130588553
1,5,5,5,3,5,3,3,1,1,5,5,5,1,1,1,1,1,,3,3,3,3,3,1,18,3,4,1,1,3,4,2,1,6,7,0,14,0,3,4,2,3,4,4,4,5,1,1,3,3,3,1,1,1,4,4,4,1,1,1,4,3,3,3,,5,,5,1,1,5,1,5,5,5,5,5,5,5,2,5,5,4,2,2,2,1975,21,8,Professions bachelor,6,,1,,2,1,20,1,1,,37,2,1,2,1,,8,6,1,1,,4,1,0,5,70000,105000,4,0,1,0,0,0.851953012902938
1,4,5,4,5,4,2,5,1,1,1,5,5,1,4,2,2,2,0,3,2,3,3,3,1,6,2,3,1,4,1,4,1,3,6,5,0,,,,,,,,,,,1,3,3,3,2,3,8,4,7,7,4,5,5,5,4,1,0,1,,1,,1,5,1,1,5,1,3,2,1,1,1,3,5,3,3,1,5,5,1,2002,14,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,2,5,3,5,3,3,2,2,5,2,5,1,4,4,2,2,3,3,3,3,3,3,2,,8,2,3,2,2,1,1,1,1,12,0,4,0,3,3,3,2,4,2,2,1,2,3,8,8,1,1,6,3,3,1,2,3,3,3,4,3,4,,4,,8,2,4,1,4,5,5,1,2,1,1,1,3,2,4,3,4,2,3,2,1969,15,4,,4,,1,,1,2,,,2,,40,3,2,1,2,,8,4,1,1,,2,1,0,3,8888888888,8888888888,3,0,1,0,0,0.877826020542522
